time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,precipAccumulation
2019-02-21T05:00:00Z,Rain throughout the day.,rain,2019-02-21T12:17:00Z,2019-02-21T23:28:00Z,0.59,0.0241,0.1027,2019-02-21T05:10:00Z,1,rain,61.66,1550787300,53.49,1550833080,61.23,1550787360,53.98,1550833080,49.32,0.93,1018.7,2.99,9.54,1550725200,59,0.94,5,1550771880,4.226,220.7,42.19,2019-02-21T06:18:00Z,61.66,2019-02-21T22:15:00Z,40.13,2019-02-21T07:34:00Z,61.23,2019-02-21T22:16:00Z,NA
2019-02-22T05:00:00Z,Light rain in the morning and afternoon.,rain,2019-02-22T12:16:00Z,2019-02-22T23:29:00Z,0.63,0.0021,0.0164,2019-02-22T16:59:00Z,0.92,rain,60.12,1550857440,47.19,1550926800,59.68,1550857500,44.82,1550926800,52.85,0.94,1021.3,4.35,15.01,1550887680,51,0.95,5,1550856660,3.885,220.6,50.3,2019-02-23T04:00:00Z,60.12,2019-02-22T17:44:00Z,50.79,2019-02-23T04:00:00Z,59.68,2019-02-22T17:45:00Z,NA
2019-02-23T05:00:00Z,Light rain in the morning and overnight.,rain,2019-02-23T12:15:00Z,2019-02-23T23:30:00Z,0.67,5e-4,0.0026,2019-02-23T10:56:00Z,0.72,rain,52.44,1550951400,47.34,1550976660,51.94,1550951400,45.27,1550971140,46.79,0.91,1020.4,6,18.51,1550934000,88,1,5,1550943720,5.532,227.6,47.11,2019-02-23T13:50:00Z,52.44,2019-02-23T19:50:00Z,44.7,2019-02-23T13:40:00Z,51.94,2019-02-23T19:50:00Z,NA
2019-02-24T05:00:00Z,Rain in the morning.,rain,2019-02-24T12:14:00Z,2019-02-24T23:31:00Z,0.7,0.0103,0.1061,2019-02-24T10:03:00Z,0.98,rain,63.86,1551032940,39.17,1551095160,63.36,1551032940,35.3,1551094680,38.93,0.59,1016.3,8.35,30.28,1551027960,291,0.38,7,1551030960,7.741,233.4,47.62,2019-02-24T05:00:00Z,63.86,2019-02-24T18:29:00Z,45.18,2019-02-25T04:00:00Z,63.36,2019-02-24T18:29:00Z,NA
2019-02-25T05:00:00Z,Clear throughout the day.,clear-day,2019-02-25T12:12:00Z,2019-02-25T23:32:00Z,0.74,1e-4,0.0013,2019-02-25T16:00:00Z,0.02,rain,61.74,1551131340,41.75,1551177360,61.24,1551131340,41.02,1551178320,18.78,0.31,1028.5,5.03,22.14,1551070800,344,0.11,7,1551116580,9.951,246.5,39.17,2019-02-25T11:46:00Z,61.74,2019-02-25T21:49:00Z,35.3,2019-02-25T11:38:00Z,61.24,2019-02-25T21:49:00Z,NA
2019-02-26T05:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2019-02-26T12:11:00Z,2019-02-26T23:33:00Z,0.77,1e-4,0.0016,2019-02-26T11:00:00Z,0.1,rain,66.95,1551207780,54.47,1551265200,66.45,1551207780,54.96,1551265200,37.8,0.54,1026.9,3.48,12.11,1551203880,128,0.66,6,1551201420,9.885,243.7,41.75,2019-02-26T10:36:00Z,66.95,2019-02-26T19:03:00Z,41.02,2019-02-26T10:52:00Z,66.45,2019-02-26T19:03:00Z,NA
2019-02-27T05:00:00Z,Mostly cloudy throughout the day.,rain,2019-02-27T12:10:00Z,2019-02-27T23:33:00Z,0.8,0.0012,0.0111,2019-02-27T14:04:00Z,0.4,rain,67.69,1551304440,54.06,1551333360,67.19,1551304440,54.55,1551333360,53.6,0.8,1020.7,2.65,7.54,1551260760,207,0.66,4,1551292740,7.631,261.8,54.47,2019-02-27T11:00:00Z,67.69,2019-02-27T21:54:00Z,54.96,2019-02-27T11:00:00Z,67.19,2019-02-27T21:54:00Z,NA
2019-02-28T05:00:00Z,Rain in the morning and afternoon.,rain,2019-02-28T12:09:00Z,2019-02-28T23:34:00Z,0.83,0.0146,0.1052,2019-02-28T14:23:00Z,1,rain,64.7,1551393780,58.44,1551405900,64.22,1551393840,59.01,1551405900,56.31,0.92,1016.7,3.13,9.38,1551409380,206,0.85,4,1551375540,6.063,266.1,54.06,2019-02-28T05:56:00Z,64.7,2019-02-28T22:43:00Z,54.55,2019-02-28T05:56:00Z,64.22,2019-02-28T22:44:00Z,NA
2019-03-01T05:00:00Z,Possible light rain in the morning and afternoon.,rain,2019-03-01T12:08:00Z,2019-03-01T23:35:00Z,0.86,0.0016,0.0232,2019-03-01T20:00:00Z,0.8,rain,67.32,1551476700,50.02,1551531300,66.82,1551476700,50.51,1551531300,58.07,0.86,1015.9,5.09,16.57,1551470820,234,0.86,4,1551460200,6.077,284.2,59.02,2019-03-01T05:00:00Z,67.32,2019-03-01T21:45:00Z,59.62,2019-03-01T05:00:00Z,66.82,2019-03-01T21:45:00Z,NA
2019-03-02T05:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2019-03-02T12:06:00Z,2019-03-02T23:36:00Z,0.89,0,1e-4,2019-03-02T15:01:00Z,0.14,NA,65.71,1551563700,51.89,1551610680,65.21,1551563700,52.38,1551610680,50.02,0.76,1018.5,4.41,12.96,1551537780,289,0.74,5,1551549660,7.3,280.7,50.02,2019-03-02T12:55:00Z,65.71,2019-03-02T21:55:00Z,50.51,2019-03-02T12:55:00Z,65.21,2019-03-02T21:55:00Z,NA
2019-03-03T05:00:00Z,Heavy rain in the afternoon and evening.,rain,2019-03-03T12:05:00Z,2019-03-03T23:37:00Z,0.92,0.0377,0.4151,2019-03-03T21:57:00Z,1,rain,60.98,1551635940,35.98,1551704400,60.48,1551635940,29.53,1551697500,50.91,0.86,1012.5,4.37,23.17,1551668400,319,0.92,4,1551634500,6.519,277.8,43.86,2019-03-04T04:00:00Z,60.98,2019-03-03T17:59:00Z,39.07,2019-03-04T04:00:00Z,60.48,2019-03-03T17:59:00Z,NA
2019-03-04T05:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2019-03-04T12:04:00Z,2019-03-04T23:38:00Z,0.95,1e-4,8e-4,2019-03-04T15:00:00Z,0.14,rain,42.74,1551730200,26.92,1551784080,36.26,1551730020,18.9,1551790560,27.63,0.65,1017.7,9.64,22.5,1551711600,327,0.69,5,1551723420,8.019,288.2,34.38,2019-03-05T04:00:00Z,43.25,2019-03-04T05:00:00Z,27.78,2019-03-04T14:57:00Z,36.71,2019-03-04T05:00:00Z,NA
2019-03-05T05:00:00Z,Clear throughout the day.,clear-day,2019-03-05T12:02:00Z,2019-03-05T23:38:00Z,0.98,1e-4,0.0016,2019-03-06T04:00:00Z,0.08,rain,44.32,1551818220,26.95,1551871320,38.27,1551816660,19.07,1551869820,10.89,0.39,1022.6,8.93,20.82,1551819660,309,0.11,6,1551808020,9.796,316,26.92,2019-03-05T11:08:00Z,44.32,2019-03-05T20:37:00Z,18.9,2019-03-05T12:56:00Z,38.27,2019-03-05T20:11:00Z,NA
2019-03-06T05:00:00Z,Clear throughout the day.,clear-day,2019-03-06T12:01:00Z,2019-03-06T23:39:00Z,0.01,1e-4,0.0018,2019-03-06T09:00:00Z,0.05,snow,45.76,1551906180,29.42,1551952740,41.46,1551906540,29.91,1551952740,8.62,0.33,1028.7,6.76,25.83,1551862920,322,0.01,7,1551895080,10,304.5,26.95,2019-03-06T11:22:00Z,45.76,2019-03-06T21:03:00Z,19.07,2019-03-06T10:57:00Z,41.46,2019-03-06T21:09:00Z,0.02
2019-03-07T05:00:00Z,Clear throughout the day.,clear-day,2019-03-07T12:00:00Z,2019-03-07T23:40:00Z,0.04,1e-4,0.0013,2019-03-07T11:00:00Z,0.04,rain,59.57,1551992580,47.64,1552041480,59.07,1551992580,47.23,1552042200,12.12,0.32,1026.9,3.12,8.85,1551989460,254,0.12,8,1551980940,9.877,269.9,29.42,2019-03-07T09:59:00Z,59.57,2019-03-07T21:03:00Z,29.91,2019-03-07T09:59:00Z,59.07,2019-03-07T21:03:00Z,NA
2019-03-08T05:00:00Z,Possible light rain overnight.,rain,2019-03-08T11:59:00Z,2019-03-08T23:41:00Z,0.07,7e-4,0.0174,2019-03-09T04:00:00Z,0.42,rain,69.06,1552082760,48.68,1552135980,68.56,1552082760,47.97,1552129440,34.22,0.43,1020.4,4.16,14.31,1552078860,168,0.73,5,1552064160,9.884,283.4,47.64,2019-03-08T10:38:00Z,69.06,2019-03-08T22:06:00Z,47.23,2019-03-08T10:50:00Z,68.56,2019-03-08T22:06:00Z,NA
2019-03-09T05:00:00Z,Mostly cloudy throughout the day.,rain,2019-03-09T11:57:00Z,2019-03-09T23:42:00Z,0.11,3e-4,0.0034,2019-03-09T05:00:00Z,0.52,rain,72.36,1552165320,54.57,1552219200,71.86,1552165320,55.06,1552219200,48.68,0.72,1017.3,4.93,19.9,1552168920,120,0.85,5,1552154340,7.27,290.5,48.68,2019-03-09T12:53:00Z,72.36,2019-03-09T21:02:00Z,47.97,2019-03-09T11:04:00Z,71.86,2019-03-09T21:02:00Z,NA
2019-03-10T05:00:00Z,Possible drizzle in the morning.,rain,2019-03-10T11:56:00Z,2019-03-10T23:42:00Z,0.14,8e-4,0.0076,2019-03-10T11:05:00Z,0.64,rain,70.37,1552248540,54.51,1552302780,69.87,1552248540,55,1552302780,51.65,0.69,1019.2,3.78,23.35,1552204800,257,0.64,6,1552241280,8.145,281.8,54.02,2019-03-10T12:56:00Z,70.37,2019-03-10T20:09:00Z,54.51,2019-03-10T12:56:00Z,69.87,2019-03-10T20:09:00Z,NA
2019-03-11T04:00:00Z,Light rain in the afternoon and evening.,rain,2019-03-11T11:55:00Z,2019-03-11T23:43:00Z,0.17,0.0021,0.0241,2019-03-11T21:05:00Z,0.99,rain,66.11,1552325280,45.95,1552385160,65.61,1552325280,44.59,1552384920,47.25,0.69,1023.3,3.61,12.02,1552334400,342,0.69,5,1552323780,8.208,271.5,52.09,2019-03-12T03:00:00Z,66.11,2019-03-11T17:28:00Z,52.58,2019-03-12T03:00:00Z,65.61,2019-03-11T17:28:00Z,NA
2019-03-12T04:00:00Z,Clear throughout the day.,partly-cloudy-day,2019-03-12T11:53:00Z,2019-03-12T23:44:00Z,0.2,0,4e-4,2019-03-12T08:02:00Z,0.06,NA,71.76,1552421160,51.49,1552477980,71.26,1552421160,51.98,1552477980,40.56,0.57,1024.4,3.46,9.43,1552399020,350,0.42,7,1552413720,8.573,278.9,45.95,2019-03-12T10:06:00Z,71.76,2019-03-12T20:06:00Z,44.59,2019-03-12T10:02:00Z,71.26,2019-03-12T20:06:00Z,NA
2019-03-13T04:00:00Z,Partly cloudy throughout the day.,partly-cloudy-day,2019-03-13T11:52:00Z,2019-03-13T23:45:00Z,0.24,1e-4,0.0016,2019-03-13T21:00:00Z,0.09,rain,70.51,1552506600,55.83,1552558620,70.01,1552506600,56.32,1552558620,41.03,0.5,1022,5.47,17.83,1552492620,128,0.57,6,1552499640,9.437,284.3,51.49,2019-03-13T11:53:00Z,70.51,2019-03-13T19:50:00Z,51.98,2019-03-13T11:53:00Z,70.01,2019-03-13T19:50:00Z,NA
2019-03-14T04:00:00Z,Light rain overnight.,rain,2019-03-14T11:51:00Z,2019-03-14T23:45:00Z,0.27,5e-4,0.0102,2019-03-15T02:53:00Z,0.41,rain,75.75,1552593720,64.36,1552651200,75.25,1552593720,65.55,1552651200,55.93,0.73,1018.4,6.94,21.63,1552582920,163,0.61,5,1552585860,7.309,278.5,55.83,2019-03-14T10:17:00Z,75.75,2019-03-14T20:02:00Z,56.32,2019-03-14T10:17:00Z,75.25,2019-03-14T20:02:00Z,NA
2019-03-15T04:00:00Z,Heavy rain in the morning and afternoon.,rain,2019-03-15T11:49:00Z,2019-03-15T23:46:00Z,0.31,0.0301,0.2857,2019-03-15T10:01:00Z,0.97,rain,66.13,1552647600,42.25,1552735620,66.26,1552647600,38.65,1552731240,54.1,0.78,1017.4,6.79,21.45,1552629300,253,0.79,5,1552673880,6.255,273.5,53.01,2019-03-16T03:00:00Z,70.12,2019-03-15T04:00:00Z,53.5,2019-03-16T03:00:00Z,69.77,2019-03-15T04:00:00Z,NA
2019-03-16T04:00:00Z,Overcast throughout the day.,cloudy,2019-03-16T11:48:00Z,2019-03-16T23:47:00Z,0.35,1e-4,0.0012,2019-03-16T21:00:00Z,0.06,rain,53.08,1552776240,40.19,1552820340,52.58,1552776240,38.17,1552820520,27.35,0.46,1024.2,7.6,23.55,1552716000,337,0.88,5,1552755960,9.978,280.8,42.25,2019-03-16T11:27:00Z,53.11,2019-03-16T04:00:00Z,38.65,2019-03-16T12:48:00Z,52.61,2019-03-16T04:00:00Z,NA
2019-03-17T04:00:00Z,Partly cloudy throughout the day.,partly-cloudy-day,2019-03-17T11:47:00Z,2019-03-17T23:48:00Z,0.38,0,0,NA,0,NA,63.73,1552854180,41.18,1552909620,63.23,1552854180,39.03,1552899660,23.47,0.36,1023.6,4.39,13.53,1552856700,346,0.57,6,1552845780,9.949,304.4,40.19,2019-03-17T10:59:00Z,63.73,2019-03-17T20:23:00Z,38.17,2019-03-17T11:02:00Z,63.23,2019-03-17T20:23:00Z,NA
2019-03-18T04:00:00Z,Clear throughout the day.,clear-day,2019-03-18T11:45:00Z,2019-03-18T23:49:00Z,0.42,0,1e-4,2019-03-18T11:00:00Z,0.04,NA,60.13,1552937820,35.48,1552992600,59.63,1552937820,32.54,1552993260,22.31,0.36,1024.4,6.57,20.95,1552936020,334,0.23,7,1552930260,9.924,311.8,41.18,2019-03-18T11:47:00Z,60.13,2019-03-18T19:37:00Z,39.03,2019-03-18T09:01:00Z,59.63,2019-03-18T19:37:00Z,NA
2019-03-19T04:00:00Z,Clear throughout the day.,partly-cloudy-day,2019-03-19T11:44:00Z,2019-03-19T23:49:00Z,0.46,1e-4,0.0015,2019-03-19T06:00:00Z,0.07,rain,57.51,1553034900,35.98,1553079600,57.01,1553034900,33.7,1553079960,19.93,0.35,1027.4,4.99,18.22,1553003700,53,0.37,6,1553017320,10,326.5,35.48,2019-03-19T10:50:00Z,57.51,2019-03-19T22:35:00Z,32.54,2019-03-19T11:01:00Z,57.01,2019-03-19T22:35:00Z,NA
2019-03-20T04:00:00Z,Clear throughout the day.,clear-day,2019-03-20T11:43:00Z,2019-03-20T23:50:00Z,0.5,0,2e-4,2019-03-20T18:00:00Z,0.04,NA,62.68,1553113140,42.5,1553164440,62.18,1553113140,41.17,1553164800,23.54,0.4,1023.4,3.29,9.85,1553092620,56,0,8,1553104140,9.949,299.1,35.98,2019-03-20T11:00:00Z,62.68,2019-03-20T20:19:00Z,33.7,2019-03-20T11:06:00Z,62.18,2019-03-20T20:19:00Z,NA
2019-03-21T04:00:00Z,Clear throughout the day.,clear-day,2019-03-21T11:41:00Z,2019-03-21T23:51:00Z,0.54,1e-4,0.0016,2019-03-21T06:00:00Z,0.08,rain,59.81,1553206920,40.03,1553254020,59.31,1553206920,36.82,1553253000,33.96,0.5,1014.7,6.23,20.85,1553198880,288,0.31,7,1553189520,9.625,310.4,42.5,2019-03-21T10:34:00Z,59.81,2019-03-21T22:22:00Z,41.17,2019-03-21T10:40:00Z,59.31,2019-03-21T22:22:00Z,NA
2019-03-22T04:00:00Z,Clear throughout the day.,clear-day,2019-03-22T11:40:00Z,2019-03-22T23:52:00Z,0.58,0,0,NA,0,NA,65.56,1553290740,41.53,1553339880,65.06,1553290740,39.6,1553339520,30.01,0.44,1017.3,8.02,21.65,1553288820,312,0,8,1553276940,9.346,302.5,40.03,2019-03-22T11:27:00Z,65.56,2019-03-22T21:39:00Z,36.82,2019-03-22T11:10:00Z,65.06,2019-03-22T21:39:00Z,NA
2019-03-23T04:00:00Z,Clear throughout the day.,clear-day,2019-03-23T11:38:00Z,2019-03-23T23:52:00Z,0.61,0,5e-4,2019-03-23T20:01:00Z,0.01,NA,71.04,1553375820,42.81,1553425800,70.54,1553375820,43.21,1553423580,26.71,0.36,1022.8,3.56,11.52,1553324760,326,0.09,8,1553363160,9.969,310,41.53,2019-03-23T11:18:00Z,71.04,2019-03-23T21:17:00Z,39.6,2019-03-23T11:12:00Z,70.54,2019-03-23T21:17:00Z,NA
2019-03-24T04:00:00Z,Clear throughout the day.,partly-cloudy-day,2019-03-24T11:37:00Z,2019-03-24T23:53:00Z,0.65,0,0,NA,0,NA,74.98,1553458080,51.81,1553512020,74.48,1553458080,52.3,1553512020,34.3,0.42,1023.4,3.96,14.63,1553446980,174,0.32,7,1553447700,10,305.7,42.81,2019-03-24T11:10:00Z,74.98,2019-03-24T20:08:00Z,43.21,2019-03-24T10:33:00Z,74.48,2019-03-24T20:08:00Z,NA
2019-03-25T04:00:00Z,Rain in the afternoon and evening.,rain,2019-03-25T11:36:00Z,2019-03-25T23:54:00Z,0.68,0.0108,0.0975,2019-03-25T20:58:00Z,0.81,rain,67.45,1553535000,49.53,1553601600,66.95,1553535000,50.02,1553601600,49.74,0.69,1016.6,4.67,14.71,1553544000,245,0.57,5,1553533200,7.835,296.1,51.81,2019-03-25T11:07:00Z,67.45,2019-03-25T17:30:00Z,52.3,2019-03-25T11:07:00Z,66.95,2019-03-25T17:30:00Z,NA
2019-03-26T04:00:00Z,Possible light rain in the evening and overnight.,rain,2019-03-26T11:34:00Z,2019-03-26T23:54:00Z,0.71,0.0036,0.0446,2019-03-27T03:00:00Z,0.59,rain,61.84,1553623800,46.69,1553688000,61.34,1553623800,44.93,1553688000,47.82,0.76,1018.9,5.61,18.02,1553601600,348,0.55,6,1553619360,6.648,318.2,49.39,2019-03-26T12:39:00Z,61.84,2019-03-26T18:10:00Z,46.54,2019-03-26T12:58:00Z,61.34,2019-03-26T18:10:00Z,NA
2019-03-27T04:00:00Z,Clear throughout the day.,rain,2019-03-27T11:33:00Z,2019-03-27T23:55:00Z,0.75,9e-4,0.029,2019-03-27T04:00:00Z,0.53,rain,63.02,1553724660,38.01,1553772960,62.52,1553724660,38.59,1553772900,34.54,0.51,1027,4.97,14.24,1553692440,73,0.18,8,1553707920,9.243,334.8,46.66,2019-03-27T12:15:00Z,63.02,2019-03-27T22:11:00Z,44.41,2019-03-27T12:46:00Z,62.52,2019-03-27T22:11:00Z,NA
2019-03-28T04:00:00Z,Clear throughout the day.,clear-day,2019-03-28T11:32:00Z,2019-03-28T23:56:00Z,0.78,1e-4,0.0012,2019-03-29T01:00:00Z,0.12,rain,69.34,1553809500,44.83,1553857020,68.84,1553809500,45.32,1553857020,27.65,0.42,1027.7,3.3,8.8,1553745600,108,0.04,8,1553794980,9.938,329.9,38.01,2019-03-28T11:36:00Z,69.34,2019-03-28T21:45:00Z,38.59,2019-03-28T11:35:00Z,68.84,2019-03-28T21:45:00Z,NA
2019-03-29T04:00:00Z,Partly cloudy throughout the day.,partly-cloudy-day,2019-03-29T11:30:00Z,2019-03-29T23:57:00Z,0.81,0,6e-4,2019-03-29T15:00:00Z,0.06,NA,72.64,1553889780,52.47,1553943480,72.14,1553889780,52.96,1553943480,40.06,0.5,1022.4,3.31,9.92,1553871360,219,0.49,6,1553881200,10,305.1,44.83,2019-03-29T10:57:00Z,72.64,2019-03-29T20:03:00Z,45.32,2019-03-29T10:57:00Z,72.14,2019-03-29T20:03:00Z,NA
2019-03-30T04:00:00Z,Clear throughout the day.,partly-cloudy-day,2019-03-30T11:29:00Z,2019-03-30T23:57:00Z,0.84,2e-4,0.0012,2019-03-30T06:00:00Z,0.16,rain,76.51,1553977800,45.78,1554033600,76.01,1553977800,41.33,1554033600,46,0.53,1016.6,5.52,18.79,1553982960,206,0.47,7,1553968800,9.678,316.5,52.47,2019-03-30T10:58:00Z,76.51,2019-03-30T20:30:00Z,52.96,2019-03-30T10:58:00Z,76.01,2019-03-30T20:30:00Z,NA
2019-03-31T04:00:00Z,Light rain in the morning.,rain,2019-03-31T11:28:00Z,2019-03-31T23:58:00Z,0.87,0.0039,0.0506,2019-03-31T11:56:00Z,0.82,rain,54.22,1554062580,36.57,1554118800,53.72,1554062580,34.12,1554116460,37.56,0.58,1016.9,9.06,22.05,1554013560,319,0.94,4,1554055080,8.087,322.9,44.51,2019-03-31T13:19:00Z,68.71,2019-03-31T04:00:00Z,40.26,2019-03-31T13:58:00Z,68.21,2019-03-31T04:00:00Z,NA
2019-04-01T04:00:00Z,Clear throughout the day.,clear-day,2019-04-01T11:26:00Z,2019-04-01T23:59:00Z,0.9,1e-4,0.0012,2019-04-01T20:00:00Z,0.11,rain,61.1,1554154800,44.62,1554203040,60.6,1554154800,42.62,1554202800,21.49,0.36,1022.7,5.73,16.48,1554095580,50,0.19,8,1554140460,9.832,338.2,36.57,2019-04-01T11:40:00Z,61.1,2019-04-01T21:40:00Z,34.12,2019-04-01T11:01:00Z,60.6,2019-04-01T21:40:00Z,NA
2019-04-02T04:00:00Z,Clear throughout the day.,partly-cloudy-day,2019-04-02T11:25:00Z,2019-04-03T00:00:00Z,0.93,2e-4,0.0012,2019-04-02T18:00:00Z,0.18,rain,63.83,1554239760,39.85,1554288840,63.33,1554239760,40.34,1554288840,27.88,0.38,1021.1,4.79,12.33,1554239340,21,0.36,8,1554228060,9.981,341.5,44.62,2019-04-02T11:04:00Z,63.83,2019-04-02T21:16:00Z,42.62,2019-04-02T11:00:00Z,63.33,2019-04-02T21:16:00Z,NA
2019-04-03T04:00:00Z,Clear throughout the day.,clear-day,2019-04-03T11:23:00Z,2019-04-04T00:00:00Z,0.96,3e-4,0.0025,2019-04-03T19:00:00Z,0.12,rain,73.64,1554325980,45.82,1554375540,73.14,1554325980,45.44,1554375780,30.85,0.43,1025.7,2.81,8.73,1554346800,233,0.14,8,1554312720,10,309.1,39.85,2019-04-03T10:54:00Z,73.64,2019-04-03T21:13:00Z,40.34,2019-04-03T10:54:00Z,73.14,2019-04-03T21:13:00Z,NA
2019-04-04T04:00:00Z,Light rain in the evening and overnight.,rain,2019-04-04T11:22:00Z,2019-04-05T00:01:00Z,0.99,0.0013,0.0176,2019-04-05T02:01:00Z,0.85,rain,71.47,1554406920,55.07,1554443220,70.97,1554406920,55.56,1554443220,41.17,0.51,1025.3,4.93,18.13,1554393840,146,0.59,6,1554396840,9.349,316.6,45.82,2019-04-04T10:59:00Z,71.47,2019-04-04T19:42:00Z,45.44,2019-04-04T11:03:00Z,70.97,2019-04-04T19:42:00Z,NA
2019-04-05T04:00:00Z,Light rain in the morning.,rain,2019-04-05T11:21:00Z,2019-04-06T00:02:00Z,0.02,0.0082,0.0381,2019-04-05T06:05:00Z,0.98,rain,74.61,1554501480,57.93,1554548340,74.11,1554501480,58.42,1554548340,56.51,0.79,1018.4,4.66,16.79,1554444240,211,0.73,5,1554487200,7.212,319.9,55.07,2019-04-05T05:47:00Z,74.61,2019-04-05T21:58:00Z,55.56,2019-04-05T05:47:00Z,74.11,2019-04-05T21:58:00Z,NA
2019-04-06T04:00:00Z,Heavy rain overnight.,rain,2019-04-06T11:19:00Z,2019-04-07T00:03:00Z,0.05,2e-4,0.0021,2019-04-06T17:00:00Z,0.26,rain,74.08,1554587640,60.6,1554635520,73.63,1554587700,61.49,1554636420,57.95,0.79,1020.3,4.28,10.92,1554551760,102,0.74,5,1554574560,7.304,308.1,57.93,2019-04-06T10:59:00Z,74.08,2019-04-06T21:54:00Z,58.42,2019-04-06T10:59:00Z,73.63,2019-04-06T21:55:00Z,NA
2019-04-07T04:00:00Z,Rain in the morning.,rain,2019-04-07T11:18:00Z,2019-04-08T00:03:00Z,0.09,0.0345,0.4074,2019-04-07T07:01:00Z,1,rain,80.49,1554667680,63.25,1554711780,81.01,1554667380,64.36,1554712020,61.41,0.77,1020.6,4.27,12.06,1554666660,178,0.63,8,1554659940,7.054,308.2,60.6,2019-04-07T11:12:00Z,80.49,2019-04-07T20:08:00Z,61.49,2019-04-07T11:27:00Z,81.01,2019-04-07T20:03:00Z,NA
2019-04-08T04:00:00Z,Light rain throughout the day.,rain,2019-04-08T11:17:00Z,2019-04-09T00:04:00Z,0.12,0.0042,0.0387,2019-04-08T18:12:00Z,0.96,rain,74.68,1554745020,63.3,1554807180,74.76,1554744900,64.37,1554807120,64.59,0.86,1014.8,4.91,21.97,1554746220,187,0.74,5,1554743760,6.278,296.5,63.25,2019-04-08T08:23:00Z,74.68,2019-04-08T17:37:00Z,64.36,2019-04-08T08:27:00Z,74.76,2019-04-08T17:35:00Z,NA
2019-04-09T04:00:00Z,Rain in the afternoon and evening.,rain,2019-04-09T11:16:00Z,2019-04-10T00:05:00Z,0.15,0.0199,0.2131,2019-04-09T23:07:00Z,0.82,rain,75.64,1554835320,56.29,1554894000,75.23,1554835080,56.78,1554894000,62.47,0.86,1008.5,3.64,13.11,1554849480,169,0.81,6,1554832320,6.024,299.3,62.26,2019-04-10T03:00:00Z,75.64,2019-04-09T18:42:00Z,63.15,2019-04-10T03:00:00Z,75.23,2019-04-09T18:38:00Z,NA
2019-04-10T04:00:00Z,Clear throughout the day.,clear-day,2019-04-10T11:14:00Z,2019-04-11T00:06:00Z,0.19,2e-4,0.0018,2019-04-10T04:00:00Z,0.15,rain,82.47,1554926940,59.05,1554976380,81.97,1554926940,59.54,1554976380,54.48,0.64,1009.8,3.44,8.86,1554908400,73,0.09,10,1554918060,7.96,296.1,56.29,2019-04-10T11:00:00Z,82.47,2019-04-10T20:09:00Z,56.78,2019-04-10T11:00:00Z,81.97,2019-04-10T20:09:00Z,NA
2019-04-11T04:00:00Z,Possible light rain overnight.,clear-day,2019-04-11T11:13:00Z,2019-04-12T00:06:00Z,0.22,1e-4,0.0012,2019-04-11T19:00:00Z,0.15,rain,82.3,1555011120,66.46,1555067460,81.8,1555011120,67.71,1555067340,55.46,0.62,1012.7,6.06,19.17,1555001760,148,0.28,9,1555005180,9.39,278.7,59.05,2019-04-11T09:53:00Z,82.3,2019-04-11T19:32:00Z,59.54,2019-04-11T09:53:00Z,81.8,2019-04-11T19:32:00Z,NA
2019-04-12T04:00:00Z,Possible drizzle in the morning.,rain,2019-04-12T11:12:00Z,2019-04-13T00:07:00Z,0.26,0.0011,0.0123,2019-04-12T04:00:00Z,0.51,rain,79.64,1555098060,58.72,1555153080,79.14,1555098060,59.21,1555153080,61,0.71,1014.7,5.73,20.89,1555047600,181,0.88,7,1555091880,7.858,273.4,66.46,2019-04-12T11:11:00Z,79.64,2019-04-12T19:41:00Z,67.71,2019-04-12T11:09:00Z,79.14,2019-04-12T19:41:00Z,NA
2019-04-13T04:00:00Z,Partly cloudy throughout the day.,partly-cloudy-day,2019-04-13T11:10:00Z,2019-04-14T00:08:00Z,0.3,3e-4,0.003,2019-04-14T03:00:00Z,0.23,rain,81.89,1555192380,67.41,1555238700,81.38,1555192560,68.67,1555238580,58.65,0.68,1014.8,4.13,15.61,1555210800,144,0.53,7,1555181400,9.019,289.7,58.72,2019-04-13T10:58:00Z,81.89,2019-04-13T21:53:00Z,59.21,2019-04-13T10:58:00Z,81.38,2019-04-13T21:56:00Z,NA
2019-04-14T04:00:00Z,Heavy rain until evening.,rain,2019-04-14T11:09:00Z,2019-04-15T00:09:00Z,0.33,0.0551,0.3188,2019-04-14T15:57:00Z,0.98,rain,77.55,1555272780,44.83,1555326720,77.55,1555272300,41.39,1555326420,63.32,0.8,1006,10.26,29.01,1555265640,190,0.76,5,1555261440,6.63,288.4,56.9,2019-04-15T03:00:00Z,77.55,2019-04-14T20:13:00Z,57.39,2019-04-15T03:00:00Z,77.55,2019-04-14T20:05:00Z,NA
