iso2c,country,year,SP.POP.TOTL,EN.ATM.CO2E.PC,NY.GDP.PCAP.KD,iso3c,region,capital,longitude,latitude,income,lending
CL,Chile,2008,16708258,4.30034046637298,12553.7948363739,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
CL,Chile,2009,16886186,3.95621640079056,12227.2145300329,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
CL,Chile,2010,17062536,4.23447610601378,12808.034586422,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
CL,Chile,2005,16182721,3.82001803034236,11225.0799494747,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
CM,Cameroon,2008,19252666,0.287986297586007,1284.74773502695,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,2004,17259322,0.229249619423057,1250.70884391054,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,2005,17733410,0.20843909885352,1241.86914102366,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,2007,18730282,0.311484738991116,1276.05991479294,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,1995,13599988,0.310886377252686,1054.23383801814,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,2009,19789919,0.339833528373714,1277.35008028933,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,2006,18223674,0.21188652738191,1250.24417880314,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,2011,20906388,0.2759056705539,1302.15555342518,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,2012,21485266,0.285198098082658,1324.63796570443,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,2013,22077298,0.306783420688528,1358.78329969841,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,2014,22681858,0.308791722441786,1400.38701702896,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,2015,23298368,NA,1440.37879990249,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,2002,16357602,0.208933069773919,1181.87365299965,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,2003,16800865,0.225901761605727,1203.24621858419,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,1999,15112592,0.203822084259272,1135.52581355823,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,2010,20341241,0.333326909602025,1285.26172565588,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,1997,14344449,0.224195366444539,1097.67865503484,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,1998,14723768,0.217921458691824,1117.54735961116,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,2000,15513945,0.221240438843892,1145.45485381974,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,2001,15928910,0.21478625970013,1164.34552291141,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CM,Cameroon,1996,13970813,0.319433020827063,1071.00719703946,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CN,China,1997,1230075000,2.82056789057578,1440.59024983409,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2001,1271850000,2.74212081298895,1901.40762975195,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1998,1241935000,2.67674598026467,1538.66284389771,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1999,1252735000,2.64864924664833,1642.35748775728,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2000,1262645000,2.69686243322549,1767.83362700858,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1996,1217550000,2.84430958153669,1332.4173094283,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2009,1331260000,6.01010243303337,4132.90231241877,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2010,1337705000,6.56052000702696,4550.45359583857,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1995,1204855000,2.75575496636525,1224.8488213975,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2012,1350695000,7.42475091638009,5325.1601061666,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2013,1357380000,7.55721104480691,5710.5878733775,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2014,1364270000,7.54390764144927,6096.48781698006,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2011,1344130000,7.24151541889549,4961.23468857388,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2003,1288400000,3.52407409267308,2253.92968857986,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2004,1296075000,4.03799065100399,2467.13284333364,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2005,1303720000,4.52317806354125,2732.16587968884,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2006,1311020000,4.98031419657976,3062.53490453063,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2007,1317885000,5.33490992916681,3480.15272549424,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2008,1324655000,5.7019150246668,3796.63336331896,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2002,1280400000,3.0070831974383,2061.16228377566,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2015,1371220000,NA,6484.43594759644,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CO,Colombia,2003,41483869,1.38418991246935,5026.24215483602,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2004,42075955,1.30884744030171,5219.7923309257,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2007,43737516,1.42739416202786,5998.78814293754,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2008,44254975,1.53855822989393,6121.74515048081,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2005,42647723,1.42904557882258,5392.19057860821,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2006,43200897,1.45692317453501,5684.02285577118,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2011,45663099,1.67597670057391,6726.83468623466,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2012,46076848,1.73517947668643,6926.62519869364,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2013,46497267,1.92753580549154,7177.46579753109,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2014,46969209,1.79035682717161,7441.31033370509,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2015,47520667,NA,7572.36550490706,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2002,40875360,1.36173462447792,4908.73012307454,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1998,38364309,1.71974071004381,5089.4221725344,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2009,44750054,1.62372105740923,6126.99551489325,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2010,45222700,1.68443261901656,6326.54946861963,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1997,37723800,1.72065292998054,5146.51101194221,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1995,36421438,1.63679476356755,5049.93245491302,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1999,38999471,1.44904880889282,4796.05823587336,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2000,39629968,1.46161944920067,4857.80115237848,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2001,40255967,1.39789914871502,4862.50154734803,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1996,37076387,1.63250809740442,5062.71145228453,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CR,Costa Rica,1996,3632362,1.30734904725906,5525.09721194218,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,1997,3718949,1.3410025251758,5696.76825466539,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,1998,3803887,1.39782017709779,5957.29993182726,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,2000,3962372,1.38170545319824,6172.4083609302,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,2006,4345412,1.63374888272965,7289.90392269152,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,2007,4404628,1.84406151892963,7779.3249270175,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,1999,3885430,1.42133611981171,6062.26209503267,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,1995,3545534,1.3724615248366001,5591.19480318885,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,2010,4577378,1.65349857494837,8141.91312675461,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,2011,4633086,1.6708166004257201,8390.47907109648,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,2008,4463125,1.82153513513514,8034.32992249851,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,2009,4520740,1.74802908373408,7854.95237470108,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,2001,4034074,1.42804941109162,6274.31608567006,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,2002,4100925,1.54247517328408,6375.20385160468,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,2003,4164053,1.59130275239052,6545.73672073041,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,2004,4225155,1.64032562119023,6730.83139416725,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,2005,4285502,1.60268061944668,6892.92317953368,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,2014,4795396,1.61808784926208,8993.5260018404,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,2015,4847804,NA,9219.38970070256,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,2012,4688000,1.65672056313993,8689.96516770511,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CR,Costa Rica,2013,4742107,1.6022464275901,8785.74138466674,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CU,Cuba,2003,11229183,2.26959076185685,3746.43781503043,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,2001,11164667,2.27974976772706,3579.39547527961,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,2007,11251122,2.38151972754362,5286.48019452478,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,2004,11250365,2.22261882170045,3955.16666643203,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,2005,11261582,2.30929935065961,4393.8300479724,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,2002,11199651,2.32959982413738,3619.05531013141,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,2011,11236670,3.20272269275506,5885.25462455411,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,2012,11257101,3.21189443001355,6051.68574614449,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,2013,11282720,3.08434756867138,6203.84326293832,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,2006,11261248,2.43375849639401,4924.1296085638,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,2015,11324781,NA,6522.73679904185,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,2000,11126430,2.34427134309927,3480.83089218864,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,2008,11236971,2.70922066097706,5511.04696456554,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,2014,11306902,3.08099424581552,6255.42616104799,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,2010,11225832,3.41846867118624,5730.35477459488,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,1995,10888252,2.36119966731115,2848.76772961857,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,1996,10939293,2.46784266588344,3057.74168498786,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,1997,10989732,2.24296406864153,3128.42705047639,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,1998,11038692,2.21939583059297,3119.50819843084,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,1999,11084670,2.28528553398522,3298.82676183545,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CU,Cuba,2009,11226709,2.66302894285405,5596.13968145983,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CV,Cabo Verde,1996,395533,0.361570336735494,1508.86911961384,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,1997,404259,0.362836696276397,1640.44123502492,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,1999,420452,0.436078315717371,1973.86038814744,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,1995,386284,0.313269511551087,1387.55723762439,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,2008,480842,0.97615432928072,3455.1017668217,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,1998,412514,0.382243996567389,1808.84323213095,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,2010,492654,1.13139038757424,3378.25485950035,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,2011,498856,1.23493753708485,3468.66705505948,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,2000,428188,0.505275720010836,2215.06817019014,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,2009,486671,1.07748561142949,3370.35023611401,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,2001,435709,0.538634730978704,2225.41211002855,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,2002,442951,0.620892604373847,2303.97134518707,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,2003,449930,0.68461316204743,2362.96107339695,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,2004,456617,0.722772038710779,2565.78049968481,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,2005,463032,0.950344684600632,2705.13463478074,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,2006,469170,1.00825500351685,2882.88994648951,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,2007,475060,1.06522544520692,3279.07835675104,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,2013,511748,0.974526524773912,3445.30537729537,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,2014,518269,0.948113817341959,3422.74880170376,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,2015,524743,NA,3414.55798421071,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CV,Cabo Verde,2012,505235,1.00160519362277,3461.92665130578,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CW,Curacao,1998,144472,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,1999,139428,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,2000,133860,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,2001,129047,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,2002,129205,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,2003,131897,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,2004,134192,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,2009,146833,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,2010,148703,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,2011,150831,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,2012,152088,39.445663037189,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,2013,153822,33.8994032063034,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,2014,155909,37.7262890532298,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,2015,157980,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,2007,144056,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,2008,145880,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,2005,137658,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,2006,141239,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,1997,146956,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,1995,145139,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CW,Curacao,1996,146306,NA,NA,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CY,Cyprus,2012,1135046,6.0963423508827,28873.621277345,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,1995,855383,6.29326979844117,23193.4050231714,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,2003,993563,7.79857039764967,28530.9168801287,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,2004,1010408,7.25845401065708,29566.8206405186,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,2005,1027662,7.3007292280925,30558.4223752765,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,2006,1045507,7.44969474140297,31469.4602423868,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,2007,1063713,7.70484613800903,32377.0733093763,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,2008,1081563,7.93029439801472,32725.6336182866,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,1996,873423,6.79724829778927,23111.6748031885,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,1997,891190,6.57532737126763,23388.1423316642,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,1998,908702,7.04988984287478,24514.9231345503,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,1999,926046,6.88617304108003,25453.7467449106,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,2000,943290,7.34729510542887,26686.7672681302,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,2001,960276,7.12950131004003,27444.1704575173,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,2002,976964,7.18788512166262,28141.5453784055,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,2014,1152285,5.26046160455096,26834.0008567927,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,2015,1160985,NA,27897.9520417463,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,2009,1098083,7.38687694828169,31216.7678605042,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,2013,1143866,5.19979962687937,27044.3046420299,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,2010,1112612,6.92787242992166,31023.6383309791,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CY,Cyprus,2011,1124833,6.60157996787079,30363.5084896573,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CZ,Czech Republic,1999,10283860,10.8884710604773,14160.9123749728,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,2002,10196916,11.7437028999749,15577.3922044763,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,2003,10193998,11.9736890276023,16143.2636401008,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,2000,10255063,12.0768890449527,14806.5834698258,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,2001,10216605,12.109787253202,15294.6292872723,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,2010,10474410,10.6525786177933,19808.0710912518,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,2011,10496088,10.1854822482433,20118.5878138351,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,2004,10197101,11.451844499726,16930.1897023209,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,2009,10443936,10.3083217859627,19424.2730584841,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,2014,10525347,9.16597837581982,20343.6837533948,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,2015,10546059,NA,21381.7030806022,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,2012,10510785,9.61198587926592,19929.7640671993,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,2013,10514272,9.384891602576,19826.7919426771,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,2005,10211216,11.7624500353337,18011.3866984813,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,2006,10238905,11.9258292756892,19193.7548217282,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,1997,10304131,12.3652913574177,13979.3629745797,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,1998,10294373,11.9039601537656,13946.6180703765,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,1995,10327253,11.9906932656729,13462.9867988722,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,1996,10315241,12.1546745248124,14047.8433195622,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,2007,10298828,11.9725152221204,20151.1781208694,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
CZ,Czech Republic,2008,10384603,11.2337728269439,20520.7799617785,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
DE,Germany,1995,81678051,10.579466630515,34783.2896223,DEU,Europe & Central Asia,Berlin,13.4115,52.5235,High income,Not classified
DE,Germany,2004,82516260,9.89868236878404,38535.1709892798,DEU,Europe & Central Asia,Berlin,13.4115,52.5235,High income,Not classified
DE,Germany,2005,82469422,9.66637223430522,38835.3823683537,DEU,Europe & Central Asia,Berlin,13.4115,52.5235,High income,Not classified
DE,Germany,1996,81914831,10.8602336004331,34967.4756567331,DEU,Europe & Central Asia,Berlin,13.4115,52.5235,High income,Not classified
DE,Germany,2003,82534176,9.96935452533021,38073.7606653695,DEU,Europe & Central Asia,Berlin,13.4115,52.5235,High income,Not classified
DE,Germany,2008,82110097,9.50632117752826,42102.8532926964,DEU,Europe & Central Asia,Berlin,13.4115,52.5235,High income,Not classified
