iso2c,country,year,SP.DYN.LE00.IN,EG.ELC.ACCS.ZS,EN.ATM.CO2E.PC,NY.GDP.PCAP.KD,iso3c,region,capital,longitude,latitude,income,lending
GL,Greenland,2011,71.0624390243902,100,12.4403410089647,43781.4625641366,GRL,Europe & Central Asia,Nuuk,-51.7214,64.1836,High income,Not classified
GL,Greenland,2014,71.5384146341463,100,8.98918198774314,46378.3830305527,GRL,Europe & Central Asia,Nuuk,-51.7214,64.1836,High income,Not classified
GL,Greenland,2015,71.2463414634146,100,NA,45351.1394675318,GRL,Europe & Central Asia,Nuuk,-51.7214,64.1836,High income,Not classified
GM,"Gambia, The",1997,54.715,23.2619209289551,0.164942700116449,786.666164345882,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",2001,56.359,29.8789520263672,0.186036200971418,853.53159178892,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",1998,55.133,24.9219627380371,0.171780716809692,789.474108832343,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",1999,55.547,26.5811290740967,0.180890322307857,814.343966289294,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",2000,55.956,34.3,0.186452485878836,832.681537424284,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",2009,59.334,42.4757499694824,0.219141873228373,837.334898259103,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",2002,56.761,31.5086727142334,0.20629569574317,799.807139487042,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",2011,59.917,48.9028778076172,0.242066242566203,767.155353643339,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",2012,60.178,50.3662223815918,0.238690485251791,783.266692810892,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",2013,60.426,51.5,0.220351161652606,781.681804777938,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",2010,59.637,47.2740135192871,0.241304352675335,860.637873688125,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",2015,60.91,54.4280319213867,NA,754.992433680038,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",2003,57.159,27.8,0.199798610272945,827.83423285258,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",2004,57.553,34.7073783874512,0.196027201647548,858.600296928359,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",2014,60.667,52.8587913513184,0.253640981758284,747.708731949503,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",2006,58.313,37.8167152404785,0.193552400491377,784.023225291556,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",2007,58.671,39.3588066101074,0.214673555109986,784.036919305198,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",2008,59.012,40.9079551696777,0.217074087557754,808.705243613652,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",1995,53.889,19.950325012207,0.175458432093569,780.378311252227,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",1996,54.296,21.6046257019043,0.170105258094084,773.391910292107,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GM,"Gambia, The",2005,57.939,30.4562675012354,0.190031877108919,812.76633858754,GMB,Sub-Saharan Africa,Banjul,-16.5885,13.4495,Low income,IDA
GN,Guinea,2002,51.484,18.0026664733887,0.210126770395876,641.172544462466,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,2003,51.901,19.2085247039795,0.214915002045563,636.791171662216,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,2004,52.499,20.3911590576172,0.217742097212523,639.0871848921,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,2006,54.052,22.6902847290039,0.203297045101089,638.698570421284,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,2007,54.864,23.8272705078125,0.206886476611766,667.198956283582,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,1995,51.744,NA,0.17755853981464,573.268669298859,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,2005,53.238,20.2,0.200466519810296,644.958557799281,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,1997,51.616,NA,0.185214710114427,597.613189565016,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,1998,51.456,NA,0.191262165934912,603.733881792682,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,1999,51.295,16.4,0.196216937027041,611.655849271824,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,2000,51.203,15.5391550064087,0.199353212640142,612.815821257281,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,2001,51.255,16.7780532836914,0.204325347469034,621.925586615196,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,2011,57.387,28.5616416931152,0.266742837247952,694.603134542076,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,2012,57.905,26.2,0.242354578644125,719.698172704218,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,2008,55.614,24.9713134765625,0.224791637402257,679.034406049089,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,1996,51.727,NA,0.182765788175485,583.267582420581,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,2015,59.598,33.9318656921387,NA,750.470659040661,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,2009,56.279,26.1340007781982,0.227060669263962,656.20504391602,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,2013,58.447,31.1755599975586,0.211075838098709,731.558867800131,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,2014,59.016,32.5403633117676,0.219671872697791,741.038135190654,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GN,Guinea,2010,56.861,27.3269157409668,0.2554479043533,672.424402562443,GIN,Sub-Saharan Africa,Conakry,-13.7,9.51667,Low income,IDA
GQ,Equatorial Guinea,1996,51.659,NA,0.220367042548943,1422.36927271885,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,1997,52.112,NA,0.540008574730642,3418.9599693646,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,1999,52.93,NA,0.800503635457311,4903.67964787872,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,2000,53.279,NA,0.75011918882314,5563.38605175628,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,2001,53.581,NA,4.89965899700158,8722.73294858159,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,1998,52.538,NA,0.295465288670205,4064.85935284596,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,2011,55.945,66.1,6.20918921055112,17610.3066333418,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,2012,56.288,65.6772308349609,4.9607347232472,18254.0964461755,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,2009,55.329,NA,5.12469512499459,19868.0707623372,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,2010,55.622,NA,4.95856148378776,17288.8595992193,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,2002,53.84,NA,7.56364978492794,9997.55087819525,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,2003,54.064,NA,8.76345199398833,10923.5286350039,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,2013,56.642,65.8435363769531,4.79661245265526,16764.428711951,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,2014,57.001,66.0454330444336,4.76396715246517,16146.0724286193,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,2006,54.638,NA,6.06261727274581,16591.2522076373,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,2007,54.842,NA,5.83730301197415,18261.0360664846,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,2008,55.07,NA,5.23102550996701,20532.9522638923,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,1995,51.184,NA,0.258360039293996,886.669683135396,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,2005,54.449,NA,6.28669108180405,16122.87357678,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,2015,57.359,66.2740325927734,NA,14093.8124933866,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GQ,Equatorial Guinea,2004,54.263,NA,7.2782596809536,14437.5681394498,GNQ,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
GR,Greece,2000,77.8878048780488,100,8.47843382003456,23275.4443039169,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,2015,81.0365853658537,100,NA,22615.3945784347,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,2014,81.3853658536585,100,6.18033726778447,22565.6804783288,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,2004,79.0390243902439,100,8.86796719458015,27614.4059308213,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,2001,78.3878048780488,100,8.63601427417748,24111.41745243,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,2002,78.6414634146341,100,8.59197018681489,24965.5940189617,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,2003,78.8414634146341,100,8.76074512699864,26349.2773212451,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,1995,77.5853658536585,100,7.45887964319396,19909.5295981383,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,1996,77.6853658536585,100,7.56365413618882,20389.31802281,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,1997,78.1365853658537,100,7.85250691311411,21198.7906440279,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,1998,77.8390243902439,100,8.18536787758865,21902.7387743244,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,1999,77.9878048780488,100,8.05045281887672,22489.3159610984,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,2013,81.2853658536585,100,6.33661458954141,22251.2572849313,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,2009,80.1878048780488,100,8.27789234499236,28514.8100925637,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,2005,79.2390243902439,100,8.98083944811261,27698.5106178693,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,2007,79.4390243902439,100,8.89229344181771,30054.8893906847,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,2008,79.9390243902439,100,8.66282428137396,29874.7434421564,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,2010,80.3878048780488,100,7.54018386811447,26917.7589787254,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,2011,80.7317073170732,100,7.18976291454789,24495.7111408242,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,2012,80.6341463414634,100,7.24700735925025,22830.5267783973,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GR,Greece,2006,79.4390243902439,100,8.82779621939824,29176.3928555464,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GT,Guatemala,1997,66.257,68.9023056030273,0.697858138875719,2419.99518918192,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,2001,68.304,73.7837829589844,0.8911542240946,2554.22511952154,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,1998,66.817,70.1284561157227,0.786197351578807,2484.7276437234,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,1999,67.351,70.9,0.784138563262638,2522.82831194418,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,1996,65.678,67.6789016723633,0.624790239656065,2371.28071433834,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,2010,71.481,84.0735931396484,0.797292859116729,2825.48396349692,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,2011,71.861,84.026414,0.791841059113562,2880.39896987521,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,2000,67.849,73.318205,0.85106743835994,2554.74800397232,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,2013,72.596,87.8358840942383,0.874202518738834,2948.01425858561,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,2014,72.935,85.494371,1.1510008356966,3007.92043528655,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,2002,68.717,78.667838,0.908877070137985,2591.29543584961,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,2012,72.236,86.5354614257813,0.784030453458232,2903.40762657576,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,2004,69.437,77.3105392456055,0.908087138121072,2614.67852238309,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,2005,69.762,78.4393692016602,0.959869358862092,2638.25592047128,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,2006,70.082,83.730998,0.94405189034189,2717.72527043823,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,2007,70.409,80.6602935791016,0.921545960180367,2825.09257313381,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,2008,70.75,81.7755584716797,0.81605667055155,2854.01987611492,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,2009,71.108,82.9094619750977,0.827851793446376,2806.94114164714,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,1995,65.09,60.8,0.688410969161806,2355.86320189238,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,2015,73.25,90.5346298217773,NA,3069.00324679758,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GT,Guatemala,2003,69.092,78.512204,0.866258954257589,2594.8921195051,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GU,Guam,2004,76.387,100,NA,29603.7734824842,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,2005,76.687,100,NA,30592.1607999249,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,2014,78.895,100,NA,32169.5644356757,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,2015,79.144,100,NA,32151.9120777962,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,1995,73.267,100,NA,NA,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,1996,73.589,100,NA,NA,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,1997,73.93,100,NA,NA,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,1998,74.283,100,NA,NA,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,1999,74.646,100,NA,NA,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,2000,75.011,100,NA,NA,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,2001,75.373,100,NA,NA,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,2002,75.726,100,NA,27723.4603891235,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,2003,76.065,100,NA,27882.7097948152,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,2006,76.966,100,NA,29375.276247165,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,2007,77.227,100,NA,29578.3856170959,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,2008,77.474,100,NA,30054.0138683035,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,2009,77.71,100,NA,30112.6271684902,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,2010,77.941,100,NA,30700.4340081784,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,2011,78.173,100,NA,30690.4366504784,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,2012,78.408,100,NA,31252.6636152997,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GU,Guam,2013,78.649,100,NA,31741.5211298832,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GW,Guinea-Bissau,1995,48.658,NA,0.168388048351753,666.464021116397,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,1996,48.973,NA,0.165056313595293,729.057499183523,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,1997,49.301,NA,0.178086727711014,761.584535566939,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,1998,49.642,NA,0.149301221184524,537.209602841964,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,2007,53.136,8.02470779418945,0.163665577315038,538.985481805324,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,2008,53.612,9.29649448394775,0.157127889554203,542.645951129504,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,2009,54.113,4.7,0.158153971808472,546.947092261669,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,2010,54.628,6,0.156544828940516,557.632132626126,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,2011,55.144,13.2700548171997,0.157191765265143,587.140383038061,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,1999,49.999,NA,0.165105667933306,532.22533922273,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,2000,50.368,NA,0.122100955547361,549.819707488698,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,2001,50.744,NA,0.122521607750268,550.039418981954,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,2002,51.123,NA,0.122773830506205,532.747858899851,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,2003,51.501,NA,0.151445681268288,523.730947822119,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,2004,51.883,NA,0.153548708328638,525.824373105346,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,2005,52.275,NA,0.158139085305555,535.440957455005,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,2006,52.691,14.5361990950226,0.157052833916844,534.822272283187,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,2014,56.556,17.2,0.160335468516147,555.605048729962,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,2015,56.959,20.2964935302734,NA,574.491700576592,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,2012,55.645,14.6825084686279,0.157648791666433,561.986650036213,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GW,Guinea-Bissau,2013,56.117,16.1394596099854,0.155734208924943,565.047969925518,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GY,Guyana,2014,69.049,86.9,2.63239277948073,3598.3471039862,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,2015,69.262,88.3391723632813,NA,3688.69225684457,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,2000,65.242,74.5240783691406,2.15586000013392,2403.9289351735,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,2001,65.532,75.1512832641602,2.14054234667998,2463.70579912935,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,2002,65.828,75.7642059326172,2.12204664676841,2493.00542335526,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,2003,66.122,76.3583755493164,2.10135369989385,2476.0671291167,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,1995,64.064,71.3234481811523,1.92191028135102,2060.08055377774,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,1996,64.255,71.9609527587891,1.99546264105311,2225.42054025349,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,1997,64.468,72.601448059082,2.09965829782181,2371.77326090709,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,1998,64.705,73.2446899414063,2.19890206400293,2344.9174203749,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,1999,64.964,73.8870544433594,2.24028844537759,2427.5474974711,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,2006,66.972,73.3825878594249,1.72947826937481,2588.02823636014,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,2007,67.247,78.5303497314453,2.09269445419398,2769.21245500168,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,2008,67.521,79.0626983642578,2.08682314409019,2822.65302049888,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,2009,67.792,77.6,2.09411703342704,2919.39600742543,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,2010,68.059,82.3978424072266,2.29482304025961,3033.24772490536,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,2011,68.321,83.7841720581055,2.36980803906238,3179.85921030323,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,2012,68.575,85.0049819946289,2.64078718663911,3332.70302751644,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,2013,68.819,85.9853134155273,2.54999901222861,3482.01635788855,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,2004,66.412,76.929313659668,2.18327372786921,2512.7736881289,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
GY,Guyana,2005,66.694,77.5,1.92647451026116,2462.3439328238,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
HK,"Hong Kong SAR, China",1995,78.6829268292683,100,5.1120342424587,21893.7970456163,HKG,East Asia & Pacific,,114.109,22.3964,High income,Not classified
HK,"Hong Kong SAR, China",1996,79.6268292682927,100,4.52541589620076,21835.145678395,HKG,East Asia & Pacific,,114.109,22.3964,High income,Not classified
HK,"Hong Kong SAR, China",2007,82.3268292682927,100,6.3215362260168,31081.5927531115,HKG,East Asia & Pacific,,114.109,22.3964,High income,Not classified
HK,"Hong Kong SAR, China",2008,82.3756097560976,100,6.32072364827963,31553.6487675645,HKG,East Asia & Pacific,,114.109,22.3964,High income,Not classified
HK,"Hong Kong SAR, China",1997,80.1268292682927,100,4.7314488465628,22758.4086696593,HKG,East Asia & Pacific,,114.109,22.3964,High income,Not classified
HK,"Hong Kong SAR, China",1998,80.1317073170732,100,5.97539939178141,21241.5206617357,HKG,East Asia & Pacific,,114.109,22.3964,High income,Not classified
HK,"Hong Kong SAR, China",2011,83.4219512195122,100,6.193079501103,33888.498690707,HKG,East Asia & Pacific,,114.109,22.3964,High income,Not classified
HK,"Hong Kong SAR, China",1999,80.3829268292683,100,6.46588708090517,21566.9862830672,HKG,East Asia & Pacific,,114.109,22.3964,High income,Not classified
HK,"Hong Kong SAR, China",2009,82.7756097560976,100,6.04470198485544,30711.5113484074,HKG,East Asia & Pacific,,114.109,22.3964,High income,Not classified
