"year","state","state_po","county","FIPS","totalvotes","D","O","R","percent_dem","percent_gop","percent_other","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
2016,"Georgia","GA","Jenkins",13165,3056,1123,38,1895,36.7473821989529,62.0091623036649,1.2434554973822,8642,57,35,0,5,17565,333,40
2016,"Georgia","GA","Johnson",13167,3686,1136,31,2519,30.8193163320673,68.3396635919696,0.841020075963104,9903,62,34,2,1,16807,257,40.6
2016,"Georgia","GA","Jones",13169,12551,3961,285,8305,31.5592383077046,66.1700262927257,2.27073539956976,28650,73,25,1,1,24485,567,38.5
2016,"Georgia","GA","Lamar",13171,7612,2270,152,5190,29.8213347346295,68.1818181818182,1.99684708355229,18139,65,31,1,2,18800,422,38.1
2016,"Georgia","GA","Lanier",13173,2871,806,81,1984,28.0738418669453,69.1048415186346,2.82131661442006,10250,68,22,2,5,17264,425,33.9
2016,"Georgia","GA","Laurens",13175,19530,6752,367,12411,34.5724526369688,63.5483870967742,1.87916026625704,48203,60,36,1,2,18625,403,38.2
2016,"Georgia","GA","Lee",13177,14143,3170,327,10646,22.4139150109595,75.2739871314431,2.3120978575974,28631,75,20,2,2,26357,677,36.1
2016,"Georgia","GA","Liberty",13179,16143,9556,453,6134,59.1959363191476,37.9978938239485,2.80616985690392,64899,43,40,2,11,20791,740,27.4
2016,"Georgia","GA","Lincoln",13181,4102,1273,70,2759,31.0336421257923,67.2598732325695,1.70648464163823,7894,65,33,0,0,20641,305,45.7
2016,"Georgia","GA","Long",13183,4117,1360,131,2626,33.0337624483847,63.784308962837,3.18192858877824,15285,59,26,0,12,17158,499,29.9
2016,"Georgia","GA","Lowndes",13185,37805,15064,1106,21635,39.8465811400608,57.2278799100648,2.92553894987436,111334,55,36,2,5,18897,598,29.5
2016,"Georgia","GA","Lumpkin",13187,12425,2220,586,9619,17.8672032193159,77.4164989939638,4.71629778672032,30428,91,2,0,5,20908,674,36.1
2016,"Georgia","GA","McDuffie",13189,9268,3699,137,5432,39.9115235217954,58.6102719033233,1.47820457488131,21697,56,41,0,2,17922,412,38.4
2016,"Georgia","GA","McIntosh",13191,5903,2303,113,3487,39.0140606471286,59.0716584787396,1.9142808741318,14142,61,34,0,2,21484,403,43.8
2016,"Georgia","GA","Macon",13193,4287,2705,42,1540,63.097737345463,35.9225565663634,0.979706088173548,14455,33,60,2,4,13865,290,39.4
2016,"Georgia","GA","Madison",13195,11998,2425,372,9201,20.2117019503251,76.6877812968828,3.10051675279213,28044,85,8,1,4,19939,505,39.1
2016,"Georgia","GA","Marion",13197,3190,1213,56,1921,38.025078369906,60.2194357366771,1.75548589341693,8673,58,32,1,7,17479,295,40.8
2016,"Georgia","GA","Meriwether",13199,9217,3804,191,5222,41.271563415428,56.6561788000434,2.07225778452859,21695,57,41,0,1,18821,444,42.1
2016,"Georgia","GA","Miller",13201,2544,623,30,1891,24.4889937106918,74.3317610062893,1.17924528301887,6054,69,30,0,1,19674,365,42.3
2016,"Georgia","GA","Mitchell",13205,7880,3493,108,4279,44.3274111675127,54.3020304568528,1.37055837563452,23340,46,48,0,4,15694,340,37.2
2016,"Georgia","GA","Monroe",13207,12687,3571,284,8832,28.146922046189,69.6145660912745,2.23851186253645,26613,72,24,1,2,22888,493,41.1
2016,"Georgia","GA","Montgomery",13209,3576,847,59,2670,23.6856823266219,74.6644295302013,1.64988814317673,9050,67,27,0,6,16460,351,37.8
2016,"Georgia","GA","Morgan",13211,9475,2663,253,6559,28.1055408970976,69.2242744063325,2.67018469656992,17870,72,24,0,3,25933,624,41.2
2016,"Georgia","GA","Murray",13213,12458,1800,317,10341,14.4485471183175,83.0069031947343,2.54454968694815,39504,84,1,0,13,16449,447,36.9
2016,"Georgia","GA","Muscogee",13215,69032,39851,2205,26976,57.7282999188782,39.0775292617916,3.19417081933017,194949,43,44,2,7,22856,605,33.3
2016,"Georgia","GA","Newton",13217,43987,21943,1131,20913,49.8851933525814,47.5435924250347,2.57121422238389,100808,52,40,1,5,21484,723,34.9
2016,"Georgia","GA","Oconee",13219,20149,5581,1143,13425,27.6986450940493,66.6286168048042,5.67273810114646,33240,86,5,4,5,33801,688,39.1
2016,"Georgia","GA","Oglethorpe",13221,6674,1831,218,4625,27.4348216961343,69.2987713515133,3.26640695235241,14730,76,17,0,4,20493,512,41.9
2016,"Georgia","GA","Paulding",13223,64890,18025,2203,44662,27.7777777777778,68.8272461087995,3.39497611342272,143845,75,17,1,5,24168,807,34.4
2016,"Georgia","GA","Peach",13225,10752,5100,239,5413,47.4330357142857,50.3441220238095,2.22284226190476,27481,44,46,1,7,19431,455,33.6
2016,"Georgia","GA","Pickens",13227,14038,1979,408,11651,14.0974497791708,82.9961532981906,2.90639692263855,29486,94,1,1,3,26686,606,42.8
2016,"Georgia","GA","Pierce",13229,7311,903,106,6302,12.3512515387772,86.1988784024073,1.44987005881548,18774,84,9,0,5,20001,377,38.7
2016,"Georgia","GA","Pike",13231,8725,1240,207,7278,14.2120343839542,83.4154727793696,2.37249283667622,17807,86,11,0,1,22191,590,38.4
2016,"Georgia","GA","Polk",13233,14215,2867,334,11014,20.1688357368976,77.4815335912768,2.34963067182554,41308,73,13,1,12,18336,463,37.3
2016,"Georgia","GA","Pulaski",13235,3605,1104,64,2437,30.624133148405,67.6005547850208,1.7753120665742,11775,63,30,0,6,17781,331,42.1
2016,"Georgia","GA","Putnam",13237,9488,2758,186,6544,29.0682967959528,68.9713322091062,1.96037099494098,21241,66,27,0,6,26321,473,44.6
2016,"Georgia","GA","Quitman",13239,1044,461,8,575,44.1570881226054,55.0766283524904,0.766283524904214,2396,42,56,0,0,14201,407,42.8
2016,"Georgia","GA","Rabun",13241,7992,1444,261,6287,18.0680680680681,78.6661661661662,3.26576576576577,16271,88,1,1,8,22260,523,46.4
2016,"Georgia","GA","Randolph",13243,2899,1598,30,1271,55.122456019317,43.842704380821,1.03483959986202,7498,35,59,2,1,18094,357,43.9
2016,"Georgia","GA","Richmond",13245,75515,48814,2240,24461,64.6414619611998,32.3922399523274,2.96629808647289,201081,38,53,2,4,20526,582,33.2
2016,"Georgia","GA","Rockdale",13247,37869,23255,1136,13478,61.4090681031979,35.5911167445668,2.99981515223534,85650,40,47,2,10,23461,742,37.1
2016,"Georgia","GA","Schley",13249,1909,401,36,1472,21.0057621791514,77.1084337349398,1.88580408590885,5017,65,27,0,7,19037,365,40
2016,"Georgia","GA","Screven",13251,5715,2300,110,3305,40.2449693788276,57.830271216098,1.92475940507437,14455,54,42,0,1,18640,328,40.1
2016,"Georgia","GA","Seminole",13253,3588,1189,54,2345,33.1382385730212,65.3567447045708,1.50501672240803,8831,63,33,1,3,17641,378,44
2016,"Georgia","GA","Spalding",13255,25704,9357,701,15646,36.4028944911298,60.8699035169623,2.72720199190787,64011,60,33,1,4,19783,520,37.2
2016,"Georgia","GA","Stephens",13257,9815,1837,292,7686,18.7162506367804,78.3087111563933,2.97503820682629,25910,84,13,0,2,18557,420,40.7
2016,"Georgia","GA","Stewart",13259,2058,1222,31,805,59.3780369290573,39.1156462585034,1.50631681243926,6007,28,59,0,13,13238,250,38.3
2016,"Georgia","GA","Sumter",13261,10974,5520,178,5276,50.3007107709131,48.0772735556771,1.62201567340988,32099,41,52,1,5,17879,414,34.3
2016,"Georgia","GA","Talbot",13263,3246,2002,48,1196,61.6759088108441,36.845348120764,1.47874306839187,6689,39,59,0,1,16993,295,46.3
2016,"Georgia","GA","Taliaferro",13265,897,545,3,349,60.7580824972129,38.907469342252,0.334448160535117,1766,40,55,0,4,14381,309,42.5
2016,"Georgia","GA","Tattnall",13267,6903,1681,126,5096,24.3517311313921,73.8229755178908,1.82529335071708,25343,59,28,0,10,15280,365,36.1
2016,"Georgia","GA","Taylor",13269,3408,1296,48,2064,38.0281690140845,60.5633802816901,1.40845070422535,8595,58,39,0,2,17078,331,40.7
2016,"Georgia","GA","Telfair",13271,3796,1313,33,2450,34.5890410958904,64.5416227608008,0.869336143308746,16391,51,36,0,13,12489,336,39.4
2016,"Georgia","GA","Terrell",13273,4189,2267,48,1874,54.1179279064216,44.7362138935307,1.14585820004774,9246,36,61,0,2,16836,308,41
2016,"Georgia","GA","Thomas",13275,18802,7142,432,11228,37.9853207105627,59.717051377513,2.29762791192426,44692,58,37,1,3,19983,476,39.1
2016,"Georgia","GA","Tift",13277,14219,4347,288,9584,30.5717701666784,67.4027709402912,2.02545889303045,40537,57,29,1,10,18933,423,34.4
2016,"Georgia","GA","Toombs",13279,9138,2338,185,6615,25.5854672794922,72.3900196979645,2.02451302254323,27229,62,25,1,11,18716,372,35.9
2016,"Georgia","GA","Towns",13281,6764,1210,171,5383,17.8888231815494,79.5830869308102,2.52808988764045,10551,96,1,0,2,20419,520,51.7
2016,"Georgia","GA","Treutlen",13283,2703,862,32,1809,31.890492045875,66.9256381798002,1.18386977432482,6817,68,30,0,0,19410,322,38.7
2016,"Georgia","GA","Troup",13285,26111,9713,648,15750,37.1988816973689,60.319405614492,2.4817126881391,67776,60,34,2,3,21443,488,36.1
2016,"Georgia","GA","Turner",13287,3398,1246,57,2095,36.6686286050618,61.6539140670983,1.67745732783991,8637,54,40,1,4,17609,360,40.2
2016,"Georgia","GA","Twiggs",13289,4059,1971,53,2035,48.5587583148559,50.1355013550135,1.30574033013057,8808,56,43,0,0,17952,335,45.2
2016,"Georgia","GA","Union",13291,12063,1963,248,9852,16.2729006051563,81.6712260631684,2.05587333167537,21399,95,1,1,3,22156,431,51.7
2016,"Georgia","GA","Upson",13293,10934,3475,167,7292,31.7815986830071,66.6910554234498,1.52734589354308,26918,68,28,1,2,17978,416,42.1
2016,"Georgia","GA","Walker",13295,23956,4215,791,18950,17.5947570546001,79.1033561529471,3.30188679245283,68481,92,4,0,2,20865,443,40
2016,"Georgia","GA","Walton",13297,40698,8292,1281,31125,20.374465575704,76.4779596048946,3.14757481940145,84397,78,15,1,4,22824,616,37.9
2016,"Georgia","GA","Ware",13299,12184,3440,231,8513,28.2337491792515,69.8703217334209,1.89592908732764,36008,65,30,1,3,18842,418,38.2
2016,"Georgia","GA","Warren",13301,2334,1314,29,991,56.2982005141388,42.4592973436161,1.24250214224507,5706,37,60,1,0,17884,331,43.4
2016,"Georgia","GA","Washington",13303,8461,4200,112,4149,49.6395225150691,49.036756884529,1.32372060040184,20982,44,53,0,2,17515,321,39.1
2016,"Georgia","GA","Wayne",13305,10413,2041,219,8153,19.6004993757803,78.2963603188322,2.1031403053875,30187,72,21,0,6,17270,404,37.4
2016,"Georgia","GA","Webster",13307,1116,473,13,630,42.3835125448029,56.4516129032258,1.16487455197133,2769,53,45,0,1,19082,295,39.7
2016,"Georgia","GA","Wheeler",13309,2102,646,35,1421,30.732635585157,67.6022835394862,1.6650808753568,7746,58,41,0,1,8948,266,36.7
2016,"Georgia","GA","White",13311,11823,1674,388,9761,14.1588429332657,82.5594180833968,3.28173898333756,27400,93,3,0,3,22059,553,43
2016,"Georgia","GA","Whitfield",13313,30658,7937,1184,21537,25.8888381499119,70.2492008611129,3.86196098897515,102556,62,4,1,32,19497,519,34.3
2016,"Georgia","GA","Wilcox",13315,2976,852,28,2096,28.6290322580645,70.4301075268817,0.940860215053763,9110,59,37,1,2,13228,298,40
2016,"Georgia","GA","Wilkes",13317,4486,1848,66,2572,41.1948283548819,57.3339277753009,1.47124386981721,10265,52,43,0,4,17120,316,43.8
2016,"Georgia","GA","Wilkinson",13319,4287,1894,60,2333,44.1800793095405,54.4203405644973,1.39958012596221,9520,58,38,0,2,17228,343,40.8
2016,"Georgia","GA","Worth",13321,8295,2020,123,6152,24.3520192887282,74.16515973478,1.48282097649186,21670,68,28,0,2,18551,371,39.6
2016,"Hawaii","HI","Hawaii",15001,64867,41259,6107,17501,63.6055313179275,26.9798202475835,9.41464843448903,187044,31,1,21,12,24635,884,40.7
2016,"Hawaii","HI","Honolulu",15003,285790,175696,19768,90326,61.477308513244,31.605724483012,6.91696700374401,964678,19,2,43,9,30361,1331,37.4
2016,"Hawaii","HI","Kauai",15007,26335,16456,2305,7574,62.4871843554205,28.7602050503133,8.75261059426619,67872,30,0,34,10,26658,1067,41.6
2016,"Hawaii","HI","Maui",15009,51945,33480,5019,13446,64.4527866012128,25.8850707479064,9.66214265088074,156633,32,0,26,10,29517,1155,39.8
2016,"Idaho","ID","Ada",16001,195669,75677,26240,93752,38.6760294170257,47.9135683220132,13.4104022609611,401673,86,1,3,7,27452,712,35.2
2016,"Idaho","ID","Adams",16003,2183,415,212,1556,19.0105359596885,71.2780577187357,9.71140632157581,3937,94,0,0,2,21555,444,51
2016,"Idaho","ID","Bannock",16005,33416,10342,5894,17180,30.9492458702418,51.4124970074216,17.6382571223366,83091,86,1,1,7,21327,521,32.1
2016,"Idaho","ID","Bear Lake",16007,2928,255,470,2203,8.70901639344262,75.2390710382514,16.051912568306,5957,94,0,1,4,21853,419,40.1
2016,"Idaho","ID","Benewah",16009,4185,770,312,3103,18.3990442054958,74.1457586618877,7.45519713261649,9186,85,2,1,3,20198,461,45.3
2016,"Idaho","ID","Bingham",16011,16625,2924,2794,10907,17.587969924812,65.606015037594,16.806015037594,45485,75,0,1,17,18872,480,32.3
2016,"Idaho","ID","Blaine",16013,10724,6416,968,3340,59.828422230511,31.1450951137635,9.02648265572548,21294,78,0,1,20,35524,824,41.6
2016,"Idaho","ID","Boise",16015,3814,777,364,2673,20.372312532774,70.0839014158364,9.54378605138962,6944,93,0,0,4,24324,507,49.6
2016,"Idaho","ID","Bonner",16017,20943,5819,1781,13343,27.7849400754429,63.7110251635391,8.504034761018,40743,94,0,1,2,23221,568,46
2016,"Idaho","ID","Bonneville",16019,44221,8930,8592,26699,20.1940254630153,60.37629180706,19.4296827299247,105580,85,1,1,12,22657,567,32
2016,"Idaho","ID","Boundary",16021,5163,933,441,3789,18.0708890180128,73.3875653689715,8.54154561301569,10866,92,0,0,4,19877,540,42.8
2016,"Idaho","ID","Butte",16023,1230,160,156,914,13.0081300813008,74.3089430894309,12.6829268292683,2786,91,1,0,4,20995,396,42.6
2016,"Idaho","ID","Camas",16025,590,110,70,410,18.6440677966102,69.4915254237288,11.864406779661,1267,83,0,0,16,21830,530,37.8
2016,"Idaho","ID","Canyon",16027,72785,16883,8680,47222,23.1957134024868,64.8787524902109,11.9255341073023,192153,72,0,1,24,17755,594,32
2016,"Idaho","ID","Caribou",16029,3035,271,489,2275,8.92915980230642,74.9588138385502,16.1120263591433,6867,94,0,0,5,23586,386,37.9
2016,"Idaho","ID","Cassia",16031,8178,1036,1193,5949,12.6681340180973,72.7439471753485,14.5879188065542,23054,72,0,1,25,17801,428,32
2016,"Idaho","ID","Clark",16033,283,44,36,203,15.547703180212,71.7314487632509,12.7208480565371,751,53,0,0,47,20032,358,37
2016,"Idaho","ID","Clearwater",16035,3801,704,245,2852,18.5214417258616,75.0328860826098,6.44567219152855,8638,92,0,1,3,20256,506,49.7
2016,"Idaho","ID","Custer",16037,2414,427,210,1777,17.6884838442419,73.6122618061309,8.69925434962718,4331,96,0,0,2,23965,342,49.1
2016,"Idaho","ID","Elmore",16039,8522,1814,892,5816,21.2860830790894,68.2468904013142,10.4670265195963,26528,75,2,3,16,20646,572,30.3
2016,"Idaho","ID","Franklin",16041,5499,385,1213,3901,7.00127295871977,70.9401709401709,22.0585561011093,12801,92,0,0,7,17620,492,32.2
2016,"Idaho","ID","Fremont",16043,5715,651,974,4090,11.3910761154856,71.5660542432196,17.0428696412948,13088,85,0,0,13,19475,475,34.3
2016,"Idaho","ID","Gem",16045,7954,1229,745,5980,15.4513452351018,75.1822982147347,9.36635655016344,16722,89,0,1,8,20250,573,42.7
2016,"Idaho","ID","Gooding",16047,5191,930,518,3743,17.9156231939896,72.1055673280678,9.97880947794259,15278,69,0,0,28,18373,488,35.6
2016,"Idaho","ID","Idaho",16049,8233,1196,596,6441,14.5269039232358,78.2339365966233,7.2391594801409,16269,92,0,0,3,19168,458,48.4
2016,"Idaho","ID","Jefferson",16051,11475,976,2063,8436,8.50544662309368,73.516339869281,17.9782135076253,26389,87,0,0,10,19598,514,30.5
2016,"Idaho","ID","Jerome",16053,6751,1329,778,4644,19.6859724485261,68.7898089171974,11.5242186342764,22391,66,0,0,32,17182,537,31.5
2016,"Idaho","ID","Kootenai",16055,66310,16264,5597,44449,24.5272206303725,67.0321218519077,8.4406575177198,140785,92,0,1,4,24685,683,39.2
2016,"Idaho","ID","Latah",16057,18173,8093,2815,7265,44.5330985527981,39.9768887910637,15.4900126561382,37636,91,0,2,4,22322,585,28.5
2016,"Idaho","ID","Lemhi",16059,4096,733,352,3011,17.8955078125,73.5107421875,8.59375,7853,94,0,1,3,23998,397,50.3
2016,"Idaho","ID","Lewis",16061,1590,270,118,1202,16.9811320754717,75.5974842767296,7.42138364779874,3851,88,0,0,4,19910,413,47.9
2016,"Idaho","ID","Lincoln",16063,1748,360,204,1184,20.5949656750572,67.7345537757437,11.6704805491991,5221,69,0,0,28,16530,527,33.3
2016,"Idaho","ID","Madison",16065,15688,1201,5546,8941,7.65553289138195,56.9926058133605,35.3518612952575,37542,90,1,1,6,15133,585,22.9
2016,"Idaho","ID","Minidoka",16067,6871,1167,817,4887,16.9844273031582,71.1250181924029,11.8905545044389,20104,65,0,0,33,19597,405,35.4
2016,"Idaho","ID","Nez Perce",16069,17201,4828,1674,10699,28.0681355735132,62.1998721004593,9.73199232602756,39458,88,0,1,3,24257,530,41.2
2016,"Idaho","ID","Oneida",16071,2068,184,353,1531,8.89748549323017,74.0328820116054,17.0696324951644,4257,95,0,0,2,18920,364,38.9
2016,"Idaho","ID","Owyhee",16073,3925,591,282,3052,15.0573248407643,77.7579617834395,7.18471337579618,11474,69,0,0,26,15945,409,36
2016,"Idaho","ID","Payette",16075,8704,1507,708,6489,17.3138786764706,74.5519301470588,8.13419117647059,22629,81,0,0,15,19165,510,38.1
2016,"Idaho","ID","Power",16077,2758,699,393,1666,25.3444525018129,60.4060913705584,14.2494561276287,7756,65,0,0,30,17684,453,34.1
2016,"Idaho","ID","Shoshone",16079,5120,1384,439,3297,27.03125,64.39453125,8.57421875,12729,93,0,1,3,20487,464,46.8
2016,"Idaho","ID","Teton",16081,4976,2159,650,2167,43.3882636655949,43.5490353697749,13.0627009646302,10141,83,0,0,17,22436,697,34.5
2016,"Idaho","ID","Twin Falls",16083,29874,6233,3813,19828,20.8642967128607,66.3720961371092,12.7636071500301,78067,82,1,1,14,20588,581,34.6
2016,"Idaho","ID","Valley",16085,5349,1913,530,2906,35.763694148439,54.3279117592073,9.90839409235371,9698,94,0,0,4,25785,586,47.6
2016,"Idaho","ID","Washington",16087,4455,776,396,3283,17.4186307519641,73.692480359147,8.88888888888889,10094,79,0,1,17,20380,441,44.3
2016,"Illinois","IL","Adams",17001,31951,7676,1485,22790,24.0242871897593,71.3279709555256,4.64774185471503,67152,93,4,1,1,24217,425,40.6
2016,"Illinois","IL","Alexander",17003,2846,1262,88,1496,44.3429374560787,52.5650035137034,3.09205903021785,7980,60,35,0,2,13619,274,41.2
2016,"Illinois","IL","Bond",17005,7530,2068,574,4888,27.4634794156707,64.9136786188579,7.62284196547145,17665,88,2,1,3,23195,459,40
2016,"Illinois","IL","Boone",17007,23001,8986,1733,12282,39.067866614495,53.3976783618103,7.53445502369462,54068,75,2,1,20,25888,600,37.3
2016,"Illinois","IL","Brown",17009,2379,476,107,1796,20.0084068936528,75.4939050021017,4.49768810424548,6904,78,14,1,5,20555,421,37.3
2016,"Illinois","IL","Bureau",17011,16571,6029,1261,9281,36.3828374871764,56.0074829521453,7.60967956067829,34594,90,1,1,8,26705,455,43
2016,"Illinois","IL","Calhoun",17013,2571,739,111,1721,28.7436795021392,66.9389342668222,4.31738623103851,5062,98,0,0,0,26924,367,45.1
2016,"Illinois","IL","Carroll",17015,7445,2447,564,4434,32.8676964405641,59.5567494963063,7.57555406312962,15199,94,1,0,3,27118,386,47
2016,"Illinois","IL","Cass",17017,5124,1621,287,3216,31.6354410616706,62.7634660421546,5.60109289617486,13530,78,3,0,18,22257,424,39.1
2016,"Illinois","IL","Champaign",17019,91628,50137,8123,33368,54.7179901340202,36.4168158204916,8.86519404548828,202428,70,12,9,5,25713,658,29.1
2016,"Illinois","IL","Christian",17021,15459,3992,924,10543,25.8231450934731,68.1997541884986,5.97710071802833,34651,95,2,1,1,23915,424,41.7
2016,"Illinois","IL","Clark",17023,7928,1877,429,5622,23.675580221998,70.9132189707366,5.41120080726539,16284,97,0,0,1,24296,388,43.1
2016,"Illinois","IL","Clay",17025,6350,1020,309,5021,16.0629921259843,79.0708661417323,4.86614173228346,13744,97,1,1,0,22279,335,43.2
2016,"Illinois","IL","Clinton",17027,17419,3945,1062,12412,22.6476835639244,71.255525575521,6.09679086055457,37891,92,3,1,3,27802,498,40
2016,"Illinois","IL","Coles",17029,21863,7309,1551,13003,33.4309106709967,59.4749119516992,7.09417737730412,53732,91,4,1,2,21970,468,32
2016,"Illinois","IL","Cook",17031,2158615,1611946,93382,453287,74.6750115235927,20.9989738790845,4.32601459732282,5212372,44,24,6,24,30183,847,35.5
2016,"Illinois","IL","Crawford",17033,8728,1992,459,6277,22.8230980751604,71.9179651695692,5.25893675527039,19707,92,3,0,2,25214,390,42
2016,"Illinois","IL","Cumberland",17035,5567,1031,330,4206,18.5198491108317,75.5523621340039,5.92778875516436,11015,98,0,1,1,22952,370,40.2
2016,"Illinois","IL","DeKalb",17037,43600,20466,4043,19091,46.9403669724771,43.7866972477064,9.27293577981651,104820,79,6,2,10,23696,707,29.6
2016,"Illinois","IL","De Witt",17039,7543,1910,556,5077,25.3214901232931,67.3074373591409,7.37107251756595,16511,96,1,0,2,26704,425,42.2
2016,"Illinois","IL","Douglas",17041,8169,1949,522,5698,23.8584894111886,69.751499571551,6.39001101726037,19902,92,0,1,6,23732,498,38.3
2016,"Illinois","IL","DuPage",17043,428769,228622,33732,166415,53.3205525586038,38.8122742082567,7.86717323313952,922803,70,4,10,14,38570,986,38.4
2016,"Illinois","IL","Edgar",17045,7873,1793,435,5645,22.7740378508828,71.7007493966722,5.52521275244507,18339,98,0,1,1,23368,393,43.4
2016,"Illinois","IL","Edwards",17047,3347,434,135,2778,12.9668359725127,82.9997012249776,4.03346280250971,6695,97,0,0,1,20898,331,43.4
2016,"Illinois","IL","Effingham",17049,17609,3083,891,13635,17.508092452723,77.4319950025555,5.05991254472145,34274,97,0,0,2,27051,430,39.6
2016,"Illinois","IL","Fayette",17051,9585,1819,394,7372,18.9775691184142,76.9118414188837,4.11058946270214,22088,93,2,1,2,21523,384,39.8
2016,"Illinois","IL","Ford",17053,6396,1414,502,4480,22.1075672295184,70.0437773608505,7.84865540963102,13991,96,0,0,2,25448,423,42.6
2016,"Illinois","IL","Franklin",17055,18711,4727,868,13116,25.263214152103,70.0978034311368,4.63898241676019,39470,97,0,0,1,20394,391,41.7
2016,"Illinois","IL","Fulton",17057,15797,6133,1172,8492,38.8238273089827,53.7570424764196,7.41913021459771,36829,93,3,0,3,22318,456,42.3
2016,"Illinois","IL","Gallatin",17059,2707,657,108,1942,24.2704100480236,71.7399335057259,3.98965644625046,5516,97,0,0,0,23862,249,45.1
2016,"Illinois","IL","Greene",17061,5585,1205,235,4145,21.5756490599821,74.2166517457475,4.20769919427037,13778,97,1,0,1,22307,403,41.9
2016,"Illinois","IL","Grundy",17063,23237,8065,1718,13454,34.7075784309506,57.8990403236218,7.39338124542755,50064,89,1,0,8,28725,772,36.7
2016,"Illinois","IL","Hamilton",17065,4166,802,158,3206,19.2510801728277,76.9563130100816,3.79260681709073,8413,98,1,0,1,21960,335,43.3
2016,"Illinois","IL","Hancock",17067,9121,2139,552,6430,23.45137594562,70.4966560684136,6.05196798596645,18949,97,0,0,1,23714,407,45.1
2016,"Illinois","IL","Hardin",17069,2148,420,75,1653,19.5530726256983,76.9553072625698,3.49162011173184,4273,94,1,1,0,22366,212,47.1
2016,"Illinois","IL","Henderson",17071,3518,1155,208,2155,32.8311540648096,61.2563956793633,5.91245025582717,7186,96,0,0,1,25902,385,48
2016,"Illinois","IL","Henry",17073,24643,8871,1787,13985,35.9980521852047,56.7503956498803,7.25155216491499,50260,91,2,0,5,27117,446,41.8
2016,"Illinois","IL","Iroquois",17075,13064,2504,810,9750,19.1671769748928,74.6325780771586,6.20024494794856,29446,92,1,0,6,25098,466,43.4
2016,"Illinois","IL","Jackson",17077,24617,11634,2140,10843,47.2600235609538,44.0467969289515,8.69317951009465,60055,75,14,3,4,20527,504,29.4
2016,"Illinois","IL","Jasper",17079,5136,924,237,3975,17.9906542056075,77.3948598130841,4.61448598130841,9680,98,0,0,1,24174,333,43.3
2016,"Illinois","IL","Jefferson",17081,16999,4425,879,11695,26.0309429966469,68.7981645979175,5.17089240543561,38769,87,8,1,2,22620,419,40.6
2016,"Illinois","IL","Jersey",17083,10991,2679,564,7748,24.3744882176326,70.4940405786553,5.13147120371213,22850,97,0,1,1,25467,469,41.4
2016,"Illinois","IL","Jo Daviess",17085,11334,4462,751,6121,39.3682724545615,54.0056467266631,6.62608081877537,22602,95,0,0,3,29675,480,47.4
2016,"Illinois","IL","Johnson",17087,6089,1142,298,4649,18.7551322056167,76.3507965183117,4.8940712760716,12665,87,9,0,2,18763,407,42.2
2016,"Illinois","IL","Kane",17089,199314,103665,12915,82734,52.0108973780066,41.5093771636714,6.47972545832204,518380,59,5,3,31,30082,854,35.1
2016,"Illinois","IL","Kankakee",17091,47305,18971,3205,25129,40.1035831307473,53.1212345418032,6.77518232744953,112991,73,15,1,9,23779,647,36.9
2016,"Illinois","IL","Kendall",17093,53447,24884,3602,24961,46.5582726813479,46.7023406365184,6.7393866821337,116366,74,6,3,16,31276,1050,33.4
2016,"Illinois","IL","Knox",17095,22243,10083,1423,10737,45.3311154070944,48.2713662725352,6.39751832037045,52545,85,8,1,5,22093,432,41.8
2016,"Illinois","IL","Lake",17097,303520,171095,22658,109767,56.3702556668424,36.164667896679,7.46507643647865,702099,65,7,6,20,38018,897,37
2016,"Illinois","IL","LaSalle",17099,49743,19543,3511,26689,39.2879400116599,53.6537804314175,7.05827955692258,113295,88,2,1,8,25709,519,41.3
2016,"Illinois","IL","Lawrence",17101,6094,1290,283,4521,21.168362323597,74.187725631769,4.64391204463407,16702,73,20,0,5,14147,357,39.8
2016,"Illinois","IL","Lee",17103,15489,5528,1349,8612,35.6898444057073,55.6007489185874,8.70940667570534,35535,88,5,1,5,25409,487,41.5
2016,"Illinois","IL","Livingston",17105,15269,4023,1038,10208,26.3475014735739,66.8544108978977,6.79808762852839,38687,89,6,0,4,24952,475,40.9
2016,"Illinois","IL","Logan",17107,12401,3313,907,8181,26.7155874526248,65.9704862511088,7.31392629626643,30177,81,12,1,3,21445,440,39.5
2016,"Illinois","IL","McDonough",17109,13092,5288,1009,6795,40.3910785212343,51.9019248395967,7.70699663916896,32549,88,5,2,3,20042,534,29.5
2016,"Illinois","IL","McHenry",17111,141750,60803,9335,71612,42.894532627866,50.5199294532628,6.58553791887125,308060,83,1,3,12,32341,913,38.4
2016,"Illinois","IL","McLean",17113,79835,36196,6402,37237,45.3385106782739,46.6424500532348,8.01903926849126,171240,81,7,4,5,30460,627,32.2
2016,"Illinois","IL","Macon",17115,48060,18343,2851,26866,38.1668747399084,55.9009571369122,5.93216812317936,110262,78,16,1,2,26232,500,40.2
2016,"Illinois","IL","Macoupin",17117,22360,6689,1349,14322,29.9150268336315,64.0518783542039,6.03309481216458,47462,97,1,0,1,24658,432,41.9
2016,"Illinois","IL","Madison",17119,130179,50587,9102,70490,38.8595702839936,54.1485185782653,6.99191113774111,268373,86,8,1,3,27407,583,38.8
